name,status,total_energy,formation_energy,fermi_level,vacuum_level,workfunction,metal_type,gap,vbm_energy,cbm_energy,vbm_coordi,cbm_coordi,vbm_index,cbm_index
POSCAR-HfSb2-164-POSCAR-Ti2Br6-189,done,-115.91906,-9.61402,0.12288281,4.922,4.799,metal,-0.9431,0.6059,0.6059,"['0.000000', '0.000000', '0.000000']","['0.500000', '0.000000', '0.000000']",73,74
POSCAR-Al2Te2-187-POSCAR-Ge2-164,done,-24.791612,0.15630799999999567,-0.83707703,3.731,4.569,direct,0.1132,-0.8936,-0.8936,"['0.333333', '0.333333', '0.000000']","['0.333333', '0.333333', '0.000000']",23,24
POSCAR-NbSeTe-156-POSCAR-TaSeTe-156,done,-41.359917,-3.106157,0.03763589,5.001,4.963,metal,-0.8588,0.4541,0.4541,"['0.333333', '0.333333', '0.000000']","['0.368421', '0.000000', '0.000000']",24,25
POSCAR-As2I6-162-POSCAR-NbSeTe-156,done,-102.08982,-7.58944,-0.58582411,4.624,5.21,metal,-0.1819,-0.5953,-0.5953,"['0.359649', '0.280702', '0.000000']","['0.000000', '0.000000', '0.000000']",76,77
POSCAR-ZnCl2-164-POSCAR-ZnCl2-164,done,-17.196129,-6.946809,-4.32854526,3.228,7.557,indirect,4.4094,-4.5529,-4.5529,"['0.078947', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",26,27
POSCAR-Mo4F2N3-164-POSCAR-Sc2N-164,done,-106.47089,-9.73447,1.9483235,6.556,4.608,metal,-1.0179,2.2281,2.2281,"['0.403509', '0.192983', '0.000000']","['0.000000', '0.000000', '0.000000']",56,57
POSCAR-PbSe-156-POSCAR-Tl2S2-187,done,-22.3902,-0.86802,-1.70136469,4.247,5.948,indirect,0.1522,-1.7785,-1.7785,"['0.105263', '0.105263', '0.000000']","['0.000000', '0.000000', '0.000000']",29,30
POSCAR-Ga2Ge2Te2-164-POSCAR-Ta2Te2-164,done,-55.553969,-0.268249,0.67343515,4.943,4.269,metal,-1.0837,1.537,1.537,"['0.105263', '0.000000', '0.000000']","['0.368421', '0.263158', '0.000000']",50,51
POSCAR-Ga2Br6-162-POSCAR-WSe2-187,done,-114.0496,-11.43308,-0.94172995,3.911,4.852,indirect,0.6059,-1.1511,-1.1511,"['0.333333', '0.333333', '0.000000']","['0.500000', '0.000000', '0.000000']",86,87
POSCAR-Ga2O2-187-POSCAR-ScH2-187,done,-35.804387,-7.235637,-1.59777183,3.544,5.142,metal,-3.224,3.224,3.224,"['0.394737', '0.210526', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-BiTiAs-156-POSCAR-VSTe-156,done,-37.184578,-1.715958,0.13738252,5.377,5.24,metal,-3.9537,3.9537,3.9537,"['0.105263', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-MoSeTe-156-POSCAR-Ta2I6-189,done,-117.51279,-5.47425,1.15881677,5.131,3.972,metal,-0.4159,1.5443,1.5443,"['0.000000', '0.000000', '0.000000']","['0.333333', '0.333333', '0.000000']",84,85
POSCAR-Bi2Ti-187-POSCAR-TiBrCl-156,done,-32.989079,-3.760459,1.21467914,5.46,4.245,metal,-1.3881,2.0881,2.0881,"['0.157895', '0.000000', '0.000000']","['0.421053', '0.157895', '0.000000']",34,35
POSCAR-AuTe2-187-POSCAR-GeTe2-164,done,-22.045304,0.9431760000000011,0.00569229,4.673,4.667,metal,-5.2033,5.2033,5.2033,"['0.175439', '0.175439', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-ClSbSe-156-POSCAR-YBr2-187,done,-26.807167,-6.116487,-0.83001558,4.534,5.364,metal,-2.7334,2.7334,2.7334,"['0.491228', '0.017544', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Bi2Hf-164-POSCAR-Hf4C3F2-164,done,-107.55413,-15.55745,2.04430034,6.015,3.971,metal,-1.4931,2.6867,2.6867,"['0.070175', '0.070175', '0.000000']","['0.412281', '0.175439', '0.000000']",53,54
POSCAR-VAsSb-156-POSCAR-ZrSb2-187,done,-38.037027,-0.396527,1.24460811,6.014,4.77,metal,-5.2973,5.2973,5.2973,"['0.000000', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-TiSe2-187-POSCAR-Y3N2-187,done,-61.885653,-8.795753,-0.20646813,5.044,5.25,metal,-2.1401,2.1401,2.1401,"['0.000000', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-MoSe2-187-POSCAR-VAsSb-156,done,-40.130747,-1.455907,0.06214187,5.178,5.116,metal,-4.7418,4.7418,4.7418,"['0.026316', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-HfBr2-187-POSCAR-NbSe2-164,done,-38.397701,-5.725281,-0.01625525,4.744,4.76,metal,-4.0584,4.0584,4.0584,"['0.491228', '0.017544', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Bi2Nb-164-POSCAR-Bi2Nb-164,done,-37.93654,1.33202,2.36188724,6.451,4.089,metal,-2.7162,3.529,3.529,"['0.000000', '0.000000', '0.000000']","['0.333333', '0.333333', '0.000000']",43,44
POSCAR-AuSe2-187-POSCAR-VCl2-164,done,-26.278716,-1.477396,0.16668063,4.974,4.807,metal,-1.6141,1.376,1.376,"['0.000000', '0.000000', '0.000000']","['0.157895', '0.157895', '0.000000']",25,26
POSCAR-BiClS-156-POSCAR-In2Se2-187,locopt error,-27.721828,-3.823138,-1.46153572,0,0,Unknown,0,0,0,[0. 0. 0.],[0. 0. 0.],-1,-1
POSCAR-AsISe-156-POSCAR-RuBr2-164,done,-24.133583,0.1325469999999953,-0.78414139,4.177,4.961,indirect,0.662,-1.0361,-1.0361,"['0.210526', '0.000000', '0.000000']","['0.500000', '0.000000', '0.000000']",23,24
POSCAR-Ta2I6-189-POSCAR-VSe2-164,done,-113.69376,-8.5285,-0.14087767,4.776,4.917,metal,-0.1513,-0.0313,-0.0313,"['0.333333', '0.333333', '0.000000']","['0.210526', '0.000000', '0.000000']",82,83
POSCAR-MgBr2-164-POSCAR-SnSe2-164,done,-22.693438,-5.427438,-2.0928869,3.647,5.74,indirect,0.7754,-2.3017,-2.3017,"['0.131579', '0.000000', '0.000000']","['0.500000', '0.000000', '0.000000']",21,22
POSCAR-Nb2S2-164-POSCAR-Ta2S2-164,done,-68.022264,-3.852784,0.62236315,4.416,3.794,metal,-0.7033,1.0011,1.0011,"['0.000000', '0.000000', '0.000000']","['0.315790', '0.315790', '0.000000']",36,37
POSCAR-Al2MgSe4-164-POSCAR-CdCl2-164,done,-39.942955,-9.870755,-0.52247883,4.142,4.664,direct,0.8199,-0.7325,-0.7325,"['0.000000', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",29,30
POSCAR-Sc2H2NO2-164-POSCAR-Zr4N3-164,done,-122.28253,-23.93653,2.6607379,6.828,4.167,metal,-0.4826,2.8928,2.8928,"['0.473684', '0.052632', '0.000000']","['0.315790', '0.000000', '0.000000']",52,53
POSCAR-Sc4N3-164-POSCAR-WS2-187,done,-88.174914,-14.328864,1.11168081,5.677,4.565,metal,-4.4036,4.4036,4.4036,"['0.491228', '0.017544', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-HfSSe-156-POSCAR-PtSe2-187,done,-36.205557,-3.160657,-1.13921804,4.354,5.493,metal,-0.7769,-0.4721,-0.4721,"['0.052632', '0.000000', '0.000000']","['0.122807', '0.122807', '0.000000']",22,23
POSCAR-PbBr2-164-POSCAR-Pt2Te2-187,done,-30.093105,-1.581655,-0.7785327,4.038,4.817,metal,-1.8878,0.298,0.298,"['0.070175', '0.070175', '0.000000']","['0.280702', '0.280702', '0.000000']",30,31
POSCAR-PtTe2-164-POSCAR-V2Te2-164,done,-41.193764,-0.644654,0.58096349,5.052,4.471,metal,-1.1638,1.4727,1.4727,"['0.000000', '0.000000', '0.000000']","['0.333333', '0.333333', '0.000000']",30,31
POSCAR-TiClI-156-POSCAR-Zr2Cl2N2-164,done,-65.110742,-14.677972,1.11414406,5.725,4.611,indirect,0.0295,1.0867,1.0867,"['0.000000', '0.000000', '0.000000']","['0.333333', '0.333333', '0.000000']",37,38
POSCAR-Tl2Cl6-162-POSCAR-VSe2-187,done,-98.38789,-13.13315,-1.66691981,4.013,5.68,metal,-0.4183,-1.5682,-1.5682,"['0.368421', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",84,85
POSCAR-Bi2Hf-164-POSCAR-Bi2Zr-187,done,-37.296694,-0.504974,1.89508192,6.145,4.25,metal,-2.9902,3.5831,3.5831,"['0.087719', '0.087719', '0.000000']","['0.263158', '0.263158', '0.000000']",41,42
POSCAR-CdCl2-164-POSCAR-Ga2Se2-187,done,-24.376772,-5.543542,-2.03157459,3.559,5.59,indirect,1.7445,-2.2537,-2.2537,"['0.087719', '0.087719', '0.000000']","['0.000000', '0.000000', '0.000000']",32,33
POSCAR-CH2Si-156-POSCAR-Nb2N-164,done,-51.890456,0.143104000000001,-1.07953571,4.916,5.995,metal,-2.0714,1.7923,1.7923,"['0.315790', '0.315790', '0.000000']","['0.052632', '0.052632', '0.000000']",0,0
POSCAR-AuTe2-187-POSCAR-CuTe2-187,done,-21.006651,1.497018999999998,0.13043673,4.715,4.584,metal,-1.5682,0.9909,0.9909,"['0.000000', '0.000000', '0.000000']","['0.333333', '0.333333', '0.000000']",23,24
POSCAR-Sc2CH2O2-164-POSCAR-Sc4C3F2-156,done,-121.21029,-25.10141,0.281871,5.192,4.91,metal,-1.5231,1.1337,1.1337,"['0.078947', '0.000000', '0.000000']","['0.333333', '0.333333', '0.000000']",55,56
POSCAR-NbTe2-164-POSCAR-TiSeTe-156,done,-37.058731,-3.076731,0.36099972,5.511,5.15,metal,-3.6366,3.6366,3.6366,"['0.491228', '0.017544', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Hf3C2H2O2-187-POSCAR-MoSSe-156,done,-101.11303,-16.07918,1.38291026,5.665,4.283,metal,-0.2214,1.5393,1.5393,"['0.280702', '0.280702', '0.000000']","['0.175439', '0.175439', '0.000000']",39,40
POSCAR-Bi2S2-187-POSCAR-YBr2-187,done,-32.404024,-4.622974,0.15799546,4.776,4.618,metal,-3.2424,3.2424,3.2424,"['0.403509', '0.192983', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-HfBrI-156-POSCAR-V2S2-164,done,-47.376639,-5.334899,0.59648156,4.84,4.244,metal,-0.9323,1.4224,1.4224,"['0.000000', '0.000000', '0.000000']","['0.394737', '0.210526', '0.000000']",31,32
POSCAR-ScTe2-187-POSCAR-TiI2-187,done,-29.809443,-3.925303,0.43333757,5.516,5.083,metal,-3.615,3.615,3.615,"['0.000000', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-V2S2-164-POSCAR-Y3C2-187,done,-71.231757,-4.318207,0.32652319,4.704,4.378,metal,-2.9859,2.9859,2.9859,"['0.052632', '0.052632', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Ti2Br6-189-POSCAR-WSSe-156,done,-131.02932,-15.91224,-0.9142425,4.431,5.345,metal,-0.3842,-0.6383,-0.6383,"['0.000000', '0.000000', '0.000000']","['0.315790', '0.315790', '0.000000']",85,86
POSCAR-TiBr2-187-POSCAR-Y4N3O2-164,done,-97.3761,-24.40416,-0.71795168,5.594,6.312,metal,-5.5406,5.5406,5.5406,"['0.447368', '0.105263', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Li2Rh-187-POSCAR-W2Cl6-162,done,-92.799442,-6.470462,1.00336236,5.244,4.241,metal,-0.8668,1.5165,1.5165,"['0.000000', '0.052632', '0.000000']","['0.500000', '-0.500000', '0.000000']",77,78
POSCAR-Bi2I6-147-POSCAR-PdBr2-164,done,-63.16552,-5.3857,-1.79805352,3.706,5.504,indirect,0.7773,-2.0086,-2.0086,"['0.000000', '0.105263', '0.000000']","['0.485639', '0.033568', '0.000000']",84,85
POSCAR-BiZrSb-156-POSCAR-Sc3C2-187,done,-59.411355,-2.902015,1.04423326,5.761,4.717,metal,-4.5551,4.5551,4.5551,"['0.184210', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-VBrI-156-POSCAR-ZrI2-187,done,-28.801354,-2.790444,1.52884985,4.95,3.421,metal,-3.5862,3.5862,3.5862,"['0.447368', '0.105263', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Hf3N2-187-POSCAR-Ti4C3-164,done,-120.00625,-10.54351,1.73635328,6.279,4.543,metal,-0.6679,2.2919,2.2919,"['0.000000', '0.000000', '0.000000']","['0.315790', '0.000000', '0.000000']",50,51
POSCAR-HfTe2-164-POSCAR-PtTe2-187,done,-33.724249,-2.158819,0.45643831,4.829,4.373,metal,-1.0104,1.0953,1.0953,"['0.000000', '0.000000', '0.000000']","['0.500000', '0.000000', '0.000000']",22,23
POSCAR-CuS2-187-POSCAR-GeSe-156,done,-21.118416,0.47452399999999884,-1.084047,3.164,4.248,metal,-4.9487,4.9487,4.9487,"['0.280702', '0.280702', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Ga2Te2-187-POSCAR-Ta2Te2-164,done,-45.817294,-0.136874,0.41221343,4.442,4.03,metal,-1.0648,1.2647,1.2647,"['0.105263', '0.000000', '0.000000']","['0.368421', '0.263158', '0.000000']",36,37
POSCAR-Ga2O2-187-POSCAR-Sc4F2N3-164,done,-100.41899,-30.1495,0.51766517,5.685,5.167,metal,-4.6343,4.6343,4.6343,"['0.263158', '0.263158', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-PtCl2-164-POSCAR-TiTe2-187,done,-27.351942,-1.270662,-0.62877578,4.566,5.195,metal,-0.2687,-0.4118,-0.4118,"['0.000000', '0.000000', '0.000000']","['0.140351', '0.140351', '0.000000']",24,25
POSCAR-TiSeTe-156-POSCAR-Zr2Cl2N2-164,done,-67.969908,-13.741508,0.14328041,5.389,5.245,indirect,0.1172,0.1213,0.1213,"['0.000000', '0.000000', '0.000000']","['0.421053', '0.000000', '0.000000']",36,37
POSCAR-Y2Cl2O2-164-POSCAR-Zr2PTe2-164,done,-82.938278,-26.029808,0.75365173,5.675,4.922,metal,-4.9509,4.9509,4.9509,"['0.412281', '0.175439', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-HfSe2-164-POSCAR-ScS2-164,done,-40.87393,-7.54694,-2.60129319,4.018,6.619,metal,-1.5642,1.5642,1.5642,"['0.473684', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Hf2Br2N2-164-POSCAR-TiSTe-156,done,-70.794724,-13.346694,0.11469292,5.097,4.982,metal,-0.1845,0.3048,0.3048,"['0.000000', '0.000000', '0.000000']","['0.500000', '0.000000', '0.000000']",34,35
POSCAR-GaI2-164-POSCAR-MgI2-164,done,-16.189897,-3.952037,-0.9346197,4.027,4.962,metal,-4.3866,4.3866,4.3866,"['0.228070', '0.228070', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Zr4C3F2-156-POSCAR-ZrSb2-164,done,-101.78768,-15.87526,2.77226942,7.503,4.731,metal,-1.0645,3.3068,3.3068,"['0.052632', '0.052632', '0.000000']","['0.412281', '0.175439', '0.000000']",48,49
POSCAR-CdGaInS4-156-POSCAR-PtBr2-164,done,-38.305872,-3.201822,-0.20712087,4.646,4.854,metal,-0.3865,0.0353,0.0353,"['0.500000', '0.000000', '0.000000']","['0.157895', '0.157895', '0.000000']",43,44
POSCAR-BSb-187-POSCAR-Hf2I2N2-164,done,-59.38286,-6.8389,0.32563374,4.706,4.38,direct,0.2858,0.1845,0.1845,"['0.333333', '0.333333', '0.000000']","['0.333333', '0.333333', '0.000000']",26,27
POSCAR-IrH2-187-POSCAR-VO2-187,done,-41.190152,-6.403192,-2.73797059,4.737,7.475,metal,-0.36,-2.5721,-2.5721,"['0.500000', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",18,19
POSCAR-BiIS-156-POSCAR-Ru2Te2-164,done,-37.247119,0.10511100000000084,1.04472092,5.098,4.054,metal,-0.6706,1.3153,1.3153,"['0.017544', '0.017544', '0.000000']","['0.333333', '0.333333', '0.000000']",34,35
POSCAR-NbSeTe-156-POSCAR-TiBrI-156,done,-34.622184,-4.151404,0.37903242,5.275,4.895,metal,-3.5127,3.5127,3.5127,"['0.078947', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-HfBrI-156-POSCAR-PtS2-164,done,-33.083727,-3.545317,0.34302575,4.826,4.483,metal,-0.1131,0.4968,0.4968,"['0.333333', '0.333333', '0.000000']","['0.236842', '0.000000', '0.000000']",23,24
POSCAR-TaSb2-164-POSCAR-TaSb2-164,done,-42.377674,0.999366000000002,1.37940201,5.903,4.524,metal,-3.2074,2.9894,2.9894,"['0.000000', '0.000000', '0.000000']","['0.280702', '0.280702', '0.000000']",21,22
POSCAR-HfSeTe-156-POSCAR-In2ZnS4-156,done,-49.195919,-6.811829,-0.31640738,6.136,6.452,metal,-0.1472,-0.2028,-0.2028,"['0.000000', '0.000000', '0.000000']","['0.500000', '0.000000', '0.000000']",42,43
POSCAR-BiVSb-156-POSCAR-Ga2Br6-162,done,-93.887566,-1.954166,0.59449758,5.268,4.673,metal,-0.6113,0.9567,0.9567,"['0.000000', '0.000000', '0.000000']","['0.474626', '0.050618', '0.000000']",100,101
POSCAR-BrSbSe-156-POSCAR-CdCl2-164,done,-19.333286,-4.277646,-2.27679992,3.912,6.189,indirect,1.3333,-2.4629,-2.4629,"['0.105263', '0.105263', '0.000000']","['0.333333', '0.333333', '0.000000']",22,23
POSCAR-HfLi2-187-POSCAR-Ti2H2NO2-164,done,-66.970277,-11.670087,0.85356506,3.8,2.946,metal,-3.1037,3.1037,3.1037,"['0.210526', '0.210526', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Al2MgS4-164-POSCAR-CdClHO-156,done,-51.084902,-13.065702,-0.06609812,5.072,5.138,direct,0.3816,-0.2594,-0.2594,"['0.000000', '0.000000', '0.000000']","['0.000000', '0.000000', '0.000000']",29,30
POSCAR-Bi2Se2Te-164-POSCAR-BiBrSe-156,done,-32.710399,-2.794779,-0.73574563,4.838,5.574,indirect,0.9791,-0.9605,-0.9605,"['0.105263', '0.105263', '0.000000']","['0.000000', '0.000000', '0.000000']",38,39
POSCAR-BiS2-164-POSCAR-ScSe2-187,done,-30.713895,-3.429565,-1.93057,4.134,6.064,metal,-0.0989,-1.8569,-1.8569,"['0.122807', '0.122807', '0.000000']","['0.500000', '0.000000', '0.000000']",25,26
POSCAR-Hf2CF2-164-POSCAR-Hf2CH2O2-164,done,-101.5454,-22.36354,0.88572916,4.381,3.495,metal,-1.0359,1.7166,1.7166,"['0.333333', '0.333333', '0.000000']","['0.192983', '0.192983', '0.000000']",38,39
POSCAR-In2O2-187-POSCAR-Zr2Br2-164,done,-45.677394,-9.345394,0.37234944,5.98,5.607,metal,-0.2847,0.6085,0.6085,"['0.070175', '0.070175', '0.000000']","['0.157895', '0.157895', '0.000000']",38,39
POSCAR-MgCl2-164-POSCAR-TaTe2-164,done,-31.578298,-6.532588,-0.16687667,4.249,4.416,metal,-3.8613,3.8613,3.8613,"['0.210526', '0.210526', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-TiBrCl-156-POSCAR-Zr4C3-164,done,-84.360227,-8.179117,2.21641758,6.564,4.348,metal,-0.3863,2.5127,2.5127,"['0.500000', '0.000000', '0.000000']","['0.140351', '0.140351', '0.000000']",43,44
POSCAR-Bi2Hf-164-POSCAR-Bi2Ti-187,done,-36.123502,0.06548800000000199,1.84656986,6.105,4.259,metal,-2.7274,3.2164,3.2164,"['0.078947', '0.000000', '0.000000']","['0.263158', '0.263158', '0.000000']",41,42
POSCAR-HfTe2-164-POSCAR-PdSe2-187,done,-33.082536,-2.006696,-0.38664721,4.126,4.513,metal,-0.604,0.014,0.014,"['0.000000', '0.000000', '0.000000']","['0.500000', '0.000000', '0.000000']",22,23
POSCAR-Sc2CO2-164-POSCAR-TiSb2-164,done,-59.353708,-10.359778,-0.45013982,6.148,6.598,metal,-2.5259,1.1644,1.1644,"['0.000000', '0.000000', '0.000000']","['0.315790', '0.315790', '0.000000']",30,31
POSCAR-Nb4C3-164-POSCAR-Zr3N2-187,done,-124.35904,-8.85474,3.58450398,8.081,4.497,metal,-0.6114,3.9145,3.9145,"['0.500000', '0.000000', '0.000000']","['0.131579', '0.000000', '0.000000']",55,56
POSCAR-Hf4N3-164-POSCAR-MoAsSb-156,done,-97.511323,-9.678103,1.49176521,6.714,5.222,metal,-5.2238,5.2238,5.2238,"['0.464912', '0.070175', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-BrSbTe-156-POSCAR-SbTe2-164,done,-22.185151,-0.395021,-0.87121115,5.203,6.074,metal,-2.9585,2.9585,2.9585,"['0.315790', '0.315790', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-OsBr2-187-POSCAR-Y2CH2O2-164,done,-63.103368,-9.157708,0.27203608,3.059,2.787,metal,-0.3208,0.4268,0.4268,"['0.000000', '0.000000', '0.000000']","['0.482456', '0.035088', '0.000000']",31,32
POSCAR-Bi2Ti-164-POSCAR-TaAs2-164,done,-39.582812,0.2083380000000048,0.52270669,5.783,5.261,metal,-5.5906,5.5906,5.5906,"['0.035088', '0.035088', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-BiIS-156-POSCAR-BiTe2-164,done,-22.856885,-0.885675,-0.54271544,4.668,5.21,metal,-6.2001,6.2001,6.2001,"['0.315790', '0.315790', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Hf4C3F2-164-POSCAR-Zr4C3-164,done,-156.19006,-19.16666,2.63541698,6.919,4.283,metal,-0.7857,3.1153,3.1153,"['0.333333', '0.333333', '0.000000']","['0.236842', '0.000000', '0.000000']",63,64
POSCAR-Nb3C2O2-187-POSCAR-Sc4F2N3-164,done,-148.99015,-33.67376,2.18884586,7.285,5.096,metal,-1.0843,2.7748,2.7748,"['0.333333', '0.333333', '0.000000']","['0.000000', '0.000000', '0.000000']",66,67
POSCAR-Bi2Se2Te-164-POSCAR-SrCl2-187,done,-33.903762,-8.552962,-1.26325826,4.417,5.68,indirect,1.2277,-1.4657,-1.4657,"['0.105263', '0.105263', '0.000000']","['0.000000', '0.000000', '0.000000']",36,37
POSCAR-Ga2Se2-164-POSCAR-PdBr2-164,done,-25.808384,-2.199644,-1.54592437,3.859,5.405,metal,-0.448,-1.2188,-1.2188,"['0.000000', '0.000000', '0.000000']","['0.157895', '0.157895', '0.000000']",31,32
POSCAR-Ta2C-164-POSCAR-Ti3C2O2-187,done,-99.691049,-12.757699,0.17013369,6.562,6.392,metal,-0.3035,0.3901,0.3901,"['0.500000', '0.000000', '0.000000']","['0.192983', '0.192983', '0.000000']",41,42
POSCAR-Mo3C2-187-POSCAR-Ta3N2-187,done,-109.23677,-1.63897,1.89340835,7.118,5.225,metal,-5.6089,5.6089,5.6089,"['0.429825', '0.140351', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Hf2H2NO2-164-POSCAR-Hf4C3-164,done,-130.56025,-16.57198,1.1039633,5.576,4.472,metal,-5.1528,5.1528,5.1528,"['0.394737', '0.210526', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-Al2S2-187-POSCAR-WTe2-187,done,-40.929766,-3.299506,0.74803752,5.207,4.459,indirect,0.4977,0.5348,0.5348,"['0.333333', '0.333333', '0.000000']","['0.500000', '0.000000', '0.000000']",22,23
POSCAR-AlI2-164-POSCAR-Ga2Y2I2-164,done,-38.442394,-7.159824,0.61171418,4.756,4.145,metal,-4.1184,4.1184,4.1184,"['0.210526', '0.210526', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-ScH2-187-POSCAR-Ta2N-164,done,-47.861981,-1.155641,-1.25149749,3.58,4.831,metal,-0.3303,-1.1078,-1.1078,"['0.210526', '0.000000', '0.000000']","['0.333333', '0.333333', '0.000000']",20,21
POSCAR-BiWAs-156-POSCAR-Sc2F2N-164,done,-61.518614,-13.268824,0.9568581,5.016,4.059,metal,-4.8817,4.8817,4.8817,"['0.315790', '0.315790', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-BrSbSe-156-POSCAR-PdBr2-164,done,-20.721607,-0.890457,-1.91550968,4.216,6.132,metal,-0.4576,-1.5686,-1.5686,"['0.000000', '0.000000', '0.000000']","['0.333333', '0.333333', '0.000000']",21,22
POSCAR-BiTiSb-156-POSCAR-Zr4C3O2-164,done,-106.30685,-16.07257,2.07960022,7.465,5.385,metal,-1.8098,2.9091,2.9091,"['0.105263', '0.105263', '0.000000']","['0.280702', '0.280702', '0.000000']",52,53
POSCAR-Hf2CH2O2-164-POSCAR-WSb2-187,done,-78.773902,-10.351882,1.44730841,5.768,4.321,metal,-0.7589,1.9818,1.9818,"['0.000000', '0.000000', '0.000000']","['0.403509', '0.192983', '0.000000']",31,32
POSCAR-Al2Br6-162-POSCAR-MoS2-187,done,-119.24718,-18.85574,-1.32148914,4.322,5.643,direct,1.7899,-1.5646,-1.5646,"['0.333333', '0.333333', '0.000000']","['0.333333', '0.333333', '0.000000']",76,77
POSCAR-Hf4N3-164-POSCAR-Sc4N3-164,done,-119.5043,-1.452,0.14332948,4.383,4.24,metal,-0.3657,0.2174,0.2174,"['0.412281', '0.175439', '0.000000']","['0.026316', '0.000000', '0.000000']",57,58
POSCAR-Bi2Ta-164-POSCAR-Sc2Cl2N-164,done,-55.95606,-9.57773,1.20540471,5.579,4.374,metal,-1.4611,2.061,2.061,"['0.000000', '0.000000', '0.000000']","['0.447368', '0.105263', '0.000000']",41,42
POSCAR-Li2Sc-187-POSCAR-ScO2-187,done,-35.085659,-8.879679,-2.6269012,5.105,7.732,metal,-0.3692,-2.5406,-2.5406,"['0.359649', '0.280702', '0.000000']","['0.000000', '0.000000', '0.000000']",20,21
POSCAR-Au2Br6-162-POSCAR-Bi2W-164,done,-100.88955,7.150169999999989,-0.27174467,5.675,5.947,metal,-0.1659,-0.1701,-0.1701,"['0.236842', '-0.236842', '0.000000']","['0.500000', '0.000000', '0.000000']",120,121
POSCAR-AuTe2-187-POSCAR-SnSe2-164,done,-22.832163,-0.022183,-0.37694334,4.698,5.075,metal,-5.2844,5.2844,5.2844,"['0.315790', '0.315790', '0.000000']","['0.000000', '0.000000', '0.000000']",0,0
POSCAR-AsBrTe-156-POSCAR-ClSbSe-156,done,-21.948009,-1.205769,-1.29906398,5.121,6.42,indirect,0.0215,-1.3169,-1.3169,"['0.105263', '0.105263', '0.000000']","['0.333333', '0.333333', '0.000000']",18,19
POSCAR-Hf2C-164-POSCAR-WSb2-187,done,-52.276027,0.619213000000002,0.70204207,5.213,4.511,metal,-0.6113,1.1392,1.1392,"['0.000000', '0.000000', '0.000000']","['0.263158', '0.263158', '0.000000']",24,25
POSCAR-Li2Zr-187-POSCAR-Rh2Cl6-162,done,-84.02368,-4.54702,0.27584471,5.351,5.075,metal,-0.1489,0.3077,0.3077,"['0.000000', '0.000000', '0.000000']","['0.341911', '0.326947', '0.000000']",72,73
POSCAR-S2Sb-164-POSCAR-ScS2-187,done,-32.457906,-3.915486,-1.72405874,4.063,5.787,metal,-0.1743,-1.6156,-1.6156,"['0.122807', '0.122807', '0.000000']","['0.500000', '0.000000', '0.000000']",20,21
